Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,15,281,00000,Mamit,006439, Pahari,4,4,0,4,4,0,0,0,0
C0116,15,281,00000,Mamit,006489, Rajasthani,1,1,0,1,1,0,0,0,0
C0116,15,281,00000,Mamit,006503, Sadan/Sadri,3,1,2,1,1,0,2,0,2
C0116,15,281,00000,Mamit,006999,6 Others,49,35,14,33,24,9,16,11,5
C0116,15,281,00000,Mamit,007000,7 KANNADA,16,16,0,16,16,0,0,0,0
C0116,15,281,00000,Mamit,007016, Kannada,15,15,0,15,15,0,0,0,0
C0116,15,281,00000,Mamit,007999,7 Others,1,1,0,1,1,0,0,0,0
C0116,15,281,00000,Mamit,008000,8 KASHMIRI ,5,5,0,5,5,0,0,0,0
C0116,15,281,00000,Mamit,008005, Kashmiri,5,5,0,5,5,0,0,0,0
C0116,15,281,00000,Mamit,009000,9 KONKANI,4,1,3,0,0,0,4,1,3
