Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,064001, Kom,79,44,35,34,19,15,45,25,20
C0116,17,000,00000,MEGHALAYA,065000,65 KONDA,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,065003, Konda,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,066000,66 KONYAK ,27,24,3,3,3,0,24,21,3
C0116,17,000,00000,MEGHALAYA,066001, Konyak,27,24,3,3,3,0,24,21,3
C0116,17,000,00000,MEGHALAYA,068000,68 KORWA ,4,1,3,4,1,3,0,0,0
C0116,17,000,00000,MEGHALAYA,068999,68 Others ,4,1,3,4,1,3,0,0,0
C0116,17,000,00000,MEGHALAYA,069000,69 KOYA ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,069002, Koya,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,070000,70 KUI ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,070999,70 Others ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,071000,71 KUKI,1367,735,632,161,73,88,1206,662,544
C0116,17,000,00000,MEGHALAYA,071008, Kuki,1352,730,622,156,72,84,1196,658,538
C0116,17,000,00000,MEGHALAYA,071999,71 Others ,15,5,10,5,1,4,10,4,6
C0116,17,000,00000,MEGHALAYA,072000,72 KURUKH/ORAON ,176,96,80,45,36,9,131,60,71
C0116,17,000,00000,MEGHALAYA,072024, Kurukh/Oraon,170,96,74,45,36,9,125,60,65
C0116,17,000,00000,MEGHALAYA,072999,72 Others ,6,0,6,0,0,0,6,0,6
C0116,17,000,00000,MEGHALAYA,075000,75 LAHNDA ,5,3,2,0,0,0,5,3,2
C0116,17,000,00000,MEGHALAYA,075999,75 Others ,5,3,2,0,0,0,5,3,2
C0116,17,000,00000,MEGHALAYA,076000,76 LAKHER,91,57,34,1,1,0,90,56,34
C0116,17,000,00000,MEGHALAYA,076002, Mara,70,48,22,1,1,0,69,47,22
C0116,17,000,00000,MEGHALAYA,076999,76 Others ,21,9,12,0,0,0,21,9,12
C0116,17,000,00000,MEGHALAYA,077000,77 LALUNG ,2057,1058,999,2034,1043,991,23,15,8
C0116,17,000,00000,MEGHALAYA,077001, Lalung,2057,1058,999,2034,1043,991,23,15,8
C0116,17,000,00000,MEGHALAYA,078000,78 LEPCHA ,17,9,8,6,1,5,11,8,3
C0116,17,000,00000,MEGHALAYA,078001, Lepcha,17,9,8,6,1,5,11,8,3
C0116,17,000,00000,MEGHALAYA,079000,79 LIANGMEI ,39,23,16,6,3,3,33,20,13
C0116,17,000,00000,MEGHALAYA,079002, Liangmei,33,20,13,0,0,0,33,20,13
C0116,17,000,00000,MEGHALAYA,079999,79 Others ,6,3,3,6,3,3,0,0,0
