Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,04,055,00000,Chandigarh,006376, Magadhi/Magahi,120,73,47,1,0,1,119,73,46
C0116,04,055,00000,Chandigarh,006391, Malvi,6,4,2,0,0,0,6,4,2
C0116,04,055,00000,Chandigarh,006394, Mandeali,82,53,29,15,11,4,67,42,25
C0116,04,055,00000,Chandigarh,006400, Marwari,332,191,141,19,11,8,313,180,133
C0116,04,055,00000,Chandigarh,006420, Nagpuria,22,11,11,0,0,0,22,11,11
C0116,04,055,00000,Chandigarh,006439, Pahari,9800,5833,3967,868,576,292,8932,5257,3675
C0116,04,055,00000,Chandigarh,006451, Panch Pargania,11,5,6,0,0,0,11,5,6
C0116,04,055,00000,Chandigarh,006489, Rajasthani,2042,1141,901,33,20,13,2009,1121,888
C0116,04,055,00000,Chandigarh,006503, Sadan/Sadri,61,30,31,0,0,0,61,30,31
C0116,04,055,00000,Chandigarh,006548, Surjapuri,46,39,7,3,3,0,43,36,7
C0116,04,055,00000,Chandigarh,006999,6 Others,2535,1610,925,163,120,43,2372,1490,882
C0116,04,055,00000,Chandigarh,007000,7 KANNADA,425,279,146,0,0,0,425,279,146
C0116,04,055,00000,Chandigarh,007016, Kannada,418,275,143,0,0,0,418,275,143
C0116,04,055,00000,Chandigarh,007041, Prakritha/Prakritha Bhasha,4,2,2,0,0,0,4,2,2
C0116,04,055,00000,Chandigarh,007999,7 Others,3,2,1,0,0,0,3,2,1
C0116,04,055,00000,Chandigarh,008000,8 KASHMIRI ,1330,760,570,26,12,14,1304,748,556
C0116,04,055,00000,Chandigarh,008005, Kashmiri,1330,760,570,26,12,14,1304,748,556
C0116,04,055,00000,Chandigarh,009000,9 KONKANI,86,41,45,0,0,0,86,41,45
C0116,04,055,00000,Chandigarh,009011, Konkani,83,40,43,0,0,0,83,40,43
C0116,04,055,00000,Chandigarh,009999,9 Others,3,1,2,0,0,0,3,1,2
C0116,04,055,00000,Chandigarh,010000,10 MAITHILI ,3164,2119,1045,358,258,100,2806,1861,945
C0116,04,055,00000,Chandigarh,010008, Maithili,2614,1788,826,273,208,65,2341,1580,761
C0116,04,055,00000,Chandigarh,010011, Purbi Maithili,230,126,104,0,0,0,230,126,104
C0116,04,055,00000,Chandigarh,010013, Thati,320,205,115,85,50,35,235,155,80
C0116,04,055,00000,Chandigarh,011000,11 MALAYALAM,1979,1149,830,19,10,9,1960,1139,821
C0116,04,055,00000,Chandigarh,011016, Malayalam,1974,1147,827,19,10,9,1955,1137,818
C0116,04,055,00000,Chandigarh,011999,11 Others,5,2,3,0,0,0,5,2,3
C0116,04,055,00000,Chandigarh,012000,12 MANIPURI ,460,271,189,0,0,0,460,271,189
C0116,04,055,00000,Chandigarh,012003, Manipuri,460,271,189,0,0,0,460,271,189
C0116,04,055,00000,Chandigarh,013000,13 MARATHI ,1252,707,545,15,9,6,1237,698,539
C0116,04,055,00000,Chandigarh,013071, Marathi,1248,703,545,15,9,6,1233,694,539
C0116,04,055,00000,Chandigarh,013999,13 Others,4,4,0,0,0,0,4,4,0
C0116,04,055,00000,Chandigarh,014000,14 NEPALI ,6546,4025,2521,295,177,118,6251,3848,2403
C0116,04,055,00000,Chandigarh,014011, Nepali,6546,4025,2521,295,177,118,6251,3848,2403
C0116,04,055,00000,Chandigarh,015000,15 ODIA ,1942,1121,821,32,20,12,1910,1101,809
C0116,04,055,00000,Chandigarh,015043, Odia,1941,1120,821,32,20,12,1909,1100,809
C0116,04,055,00000,Chandigarh,015999,15 Others,1,1,0,0,0,0,1,1,0
C0116,04,055,00000,Chandigarh,016000,16 PUNJABI ,232516,120109,112407,7333,3897,3436,225183,116212,108971
C0116,04,055,00000,Chandigarh,016002, Bagri,57,29,28,0,0,0,57,29,28
C0116,04,055,00000,Chandigarh,016006, Bilaspuri Kahluri,10,7,3,0,0,0,10,7,3
C0116,04,055,00000,Chandigarh,016038, Punjabi,232427,120062,112365,7333,3897,3436,225094,116165,108929
C0116,04,055,00000,Chandigarh,016999,16 Others,22,11,11,0,0,0,22,11,11
C0116,04,055,00000,Chandigarh,017000,17 SANSKRIT ,13,7,6,0,0,0,13,7,6
C0116,04,055,00000,Chandigarh,017002, Sanskrit,13,7,6,0,0,0,13,7,6
C0116,04,055,00000,Chandigarh,018000,18 SANTALI ,42,24,18,4,2,2,38,22,16
C0116,04,055,00000,Chandigarh,018010, Karmali,10,4,6,0,0,0,10,4,6
C0116,04,055,00000,Chandigarh,018011, Mahili,3,3,0,0,0,0,3,3,0
C0116,04,055,00000,Chandigarh,018040, Santali,29,17,12,4,2,2,25,15,10
C0116,04,055,00000,Chandigarh,019000,19 SINDHI,134,62,72,0,0,0,134,62,72
C0116,04,055,00000,Chandigarh,019014, Sindhi,134,62,72,0,0,0,134,62,72
C0116,04,055,00000,Chandigarh,020000,20 TAMIL ,5579,3011,2568,6,2,4,5573,3009,2564
C0116,04,055,00000,Chandigarh,020027, Tamil,5579,3011,2568,6,2,4,5573,3009,2564
C0116,04,055,00000,Chandigarh,021000,21 TELUGU ,1339,795,544,22,10,12,1317,785,532
